pulled_at_utc,park_id,park_name,ride_id,ride_name,is_open,wait_time_min,last_updated
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,657,Festival of the Lion King,True,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,651,Gorilla Falls Exploration Trail,False,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,113,Kilimanjaro Safaris,False,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,655,Wildlife Express Train,False,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,110,Expedition Everest - Legend of the Forbidden Mountain,False,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,14533,Expedition Everest - Legend of the Forbidden Mountain Single Rider,False,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,10921,Feathered Friends in Flight!,True,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,112,Kali River Rapids,False,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,13806,Animal Care at Conservation Station,False,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,16545,Bluey's Wild World at Conservation Station,False,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,10920,Finding Nemo: The Big Blue... and Beyond!,True,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,13811,Discovery Island Trails,False,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,116,Meet Favorite Disney Pals at Adventurers Outpost,False,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,12451,Meet Moana at Character Landing,False,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,13751,Tree of Life,True,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,14943,Zootopia: Better Zoogether!,False,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,4439,Avatar Flight of Passage,False,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,4438,Na'vi River Journey,False,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,13812,The Oasis Exhibits,False,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.690349+00:00,8,Animal Kingdom,13808,Wilderness Explorers,False,0,2026-09-01T03:05:33.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,16641,Disney Jr. Mickey Mouse Clubhouse Live!,True,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,12430,Meet Ariel at Walt Disney Presents,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,14859,The Little Mermaid – A Musical Adventure,True,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,5145,Walt Disney Presents,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,6704,Meet Disney Stars at Red Carpet Dreams,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,1174,For the First Time in Forever: A Frozen Sing-Along Celebration,True,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,6702,Indiana Jones™ Epic Stunt Spectacular!,True,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,6703,Meet Olaf at Celebrity Spotlight,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,120,Star Tours – The Adventures Continue,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,7333,Vacation Fun - An Original Animated Short with Mickey & Minnie,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,6361,Mickey & Minnie's Runaway Railway,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,12425,Meet Edna Mode at the Edna Mode Experience,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,117,Toy Story Mania!,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,6368,Millennium Falcon: Smugglers Run,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,10902,Millennium Falcon: Smugglers Run Single Rider,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,6369,Star Wars: Rise of the Resistance,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,14531,Star Wars: Rise of the Resistance Single Rider,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,1176,Beauty and the Beast – Live on Stage,True,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,16343,Rock 'n' Roller Coaster Starring Aerosmith Single Rider,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,16342,Rock ’n’ Roller Coaster Starring The Muppets,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,123,The Twilight Zone™ Tower of Terror,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,5477,Alien Swirling Saucers,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.803166+00:00,7,Disney Hollywood Studios,5476,Slinky Dog Dash,False,0,2026-09-01T03:05:27.000Z
2026-09-01T03:10:21.913678+00:00,6,Disney Magic Kingdom,1184,A Pirate's Adventure ~ Treasures of the Seven Seas,False,0,2026-09-01T03:05:23.000Z
2026-09-01T03:10:21.913678+00:00,6,Disney Magic Kingdom,134,Jungle Cruise,False,0,2026-09-01T03:05:23.000Z
2026-09-01T03:10:21.913678+00:00,6,Disney Magic Kingdom,137,Pirates of the Caribbean,False,0,2026-09-01T03:05:23.000Z
2026-09-01T03:10:21.913678+00:00,6,Disney Magic Kingdom,355,Swiss Family Treehouse,False,0,2026-09-01T03:05:23.000Z
2026-09-01T03:10:21.913678+00:00,6,Disney Magic Kingdom,141,The Magic Carpets of Aladdin,False,0,2026-09-01T03:05:23.000Z
